Australian,Airline,InFlights,OutFlights,Year,Month_Number
Brisbane,V Australia,21,21,2010,4
Brisbane,Virgin Australia,227,226,2010,5
Brisbane,Virgin Samoa,4,4,2010,6
Cairns,Air New Zealand,18,18,2010,7
Cairns,Air Niugini,51,50,2010,8
Cairns,Airlines PNG,26,26,2010,9
Cairns,Cathay Pacific Airways,26,26,2010,10
Cairns,Continental Micronesia,17,17,2010,11
Cairns,Jetstar,61,67,2010,12
Cairns,Virgin Australia,9,9,2010,1
Darwin,Jetstar,101,101,2010,2
Gold Coast,Air New Zealand,23,23,2010,3
Gold Coast,AirAsia X,30,30,2010,4
Gold Coast,Jetstar,72,72,2010,5
Gold Coast,Virgin Australia,30,30,2010,6
Melbourne,Air China,17,17,2010,7
Melbourne,Air Mauritius,4,5,2010,8
Melbourne,Air New Zealand,112,112,2010,9
Melbourne,Fiji Airways,15,15,2010,10
Melbourne,Air Vanuatu,1,1,2010,11
Melbourne,AirAsia X,50,50,2010,12
Melbourne,Cathay Pacific Airways,90,90,2010,1
Melbourne,China Eastern Airlines,14,14,2010,2
Melbourne,China Southern Airlines,12,12,2010,3
Melbourne,Emirates,120,120,2010,4
Melbourne,Etihad Airways,29,29,2010,5
Melbourne,Garuda Indonesia,30,30,2010,6
Melbourne,Jetstar,85,88,2010,7
Melbourne,Korean Air,13,13,2010,8
Melbourne,Malaysia Airlines,60,60,2010,9
Melbourne,Philippine Airlines,21,20,2010,10
Melbourne,Qantas Airways,213,209,2010,11
Melbourne,Qatar Airways,30,30,2010,12
Melbourne,Singapore Airlines,90,90,2010,1
Melbourne,Thai Airways International,59,59,2010,2
Melbourne,United Airlines,30,30,2010,3
Melbourne,V Australia,22,22,2010,4
Melbourne,Vietnam Airlines,20,20,2010,5
Melbourne,Virgin Australia,86,86,2010,6
Norfolk Island,Air New Zealand,4,4,2010,7
Perth,Air Australia,6,6,2010,8
Perth,Air Mauritius,4,5,2010,9
Perth,Air New Zealand,21,21,2010,10
Perth,AirAsia X,30,30,2010,11
Perth,Cathay Pacific Airways,30,30,2010,12
Perth,Emirates,61,61,2010,1
Perth,Garuda Indonesia,90,90,2010,2
Perth,Indonesia AirAsia,90,90,2010,3
Perth,Jetstar,68,68,2010,4
Perth,Malaysia Airlines,42,42,2010,5
Perth,Qantas Airways,77,77,2010,6
Perth,Royal Brunei Airlines,21,22,2010,7
Perth,Singapore Airlines,74,74,2010,8
Perth,South African Airways,29,29,2010,9
Perth,Thai Airways International,27,26,2010,10
Perth,Tigerair,30,30,2010,11
Perth,Virgin Australia,39,39,2010,12
Sydney,Aerolineas Argentinas,12,12,2010,1
Sydney,Air Austral,8,8,2010,2
Sydney,Air Caledonie,22,21,2010,3
Sydney,Air Canada,30,31,2010,4
Sydney,Air China,30,30,2010,5
Sydney,Air New Zealand,206,207,2010,6
Sydney,Air Niugini,8,8,2010,7
Sydney,Fiji Airways,30,30,2010,8
Sydney,Air Vanuatu,25,25,2010,9
Sydney,Asiana Airlines,26,26,2010,10
Sydney,British Airways,60,60,2010,11
Sydney,Cathay Pacific Airways,90,90,2010,12
Sydney,China Airlines,17,17,2010,1
Sydney,China Eastern Airlines,18,18,2010,2
Sydney,China Southern Airlines,30,30,2010,3
Sydney,Delta Air Lines,30,30,2010,4
Sydney,Emirates,150,150,2010,5
Sydney,Etihad Airways,47,46,2010,6
Sydney,Garuda Indonesia,30,30,2010,7
Sydney,Hawaiian Airlines,13,13,2010,8
Sydney,JALWays,30,30,2010,9
Sydney,Jetstar,159,164,2010,10
Sydney,Korean Air,30,30,2010,11
Sydney,LATAM Airlines,24,24,2010,12
Sydney,Malaysia Airlines,51,51,2010,1
Sydney,Philippine Airlines,20,20,2010,2
Sydney,Qantas Airways,611,613,2010,3
Sydney,Singapore Airlines,120,120,2010,4
Sydney,Thai Airways International,90,90,2010,5
Sydney,United Airlines,60,60,2010,6
Sydney,V Australia,50,50,2010,7
Sydney,Vietnam Airlines,17,17,2010,8
Sydney,Virgin Atlantic Airways,30,30,2010,9
Sydney,Virgin Australia,114,114,2010,10
Sydney,Virgin Samoa,13,13,2010,11
Adelaide,Air New Zealand,18,18,2010,12
Adelaide,Cathay Pacific Airways,31,31,2010,1
Adelaide,Malaysia Airlines,18,18,2010,2
Adelaide,Qantas Airways,15,14,2010,3
Adelaide,Singapore Airlines,31,31,2010,4
Adelaide,Virgin Australia,13,13,2010,5
Brisbane,Air Caledonie,9,9,2010,6
Brisbane,Air New Zealand,178,176,2010,7
Brisbane,Air Niugini,40,36,2010,8
Brisbane,Fiji Airways,33,33,2010,9
Brisbane,Air Vanuatu,13,13,2010,10
Brisbane,Cathay Pacific Airways,45,44,2010,11
Brisbane,China Airlines,12,12,2010,12
Brisbane,Emirates,93,93,2010,1
Brisbane,Etihad Airways,14,14,2010,2
Brisbane,Eva Air,12,12,2010,3
Brisbane,JALWays,31,31,2010,4
Brisbane,Jetstar,62,62,2010,5
Brisbane,Korean Air,18,18,2010,6
Brisbane,Malaysia Airlines,31,31,2010,7
Brisbane,Nauru Airlines,4,4,2010,8
Brisbane,Philippine Airlines,10,10,2010,9
Brisbane,Qantas Airways,152,152,2010,10
Brisbane,Royal Brunei Airlines,27,27,2010,11
Brisbane,Singapore Airlines,93,93,2010,12
Brisbane,Solomon Airlines,13,13,2010,1
Brisbane,Thai Airways International,44,44,2010,2
Brisbane,V Australia,23,22,2010,3
Brisbane,Virgin Australia,242,243,2010,4
Brisbane,Virgin Samoa,5,5,2010,5
Cairns,Air New Zealand,17,17,2010,6
Cairns,Air Niugini,40,40,2010,7
Cairns,Airlines PNG,13,13,2010,8
Cairns,Cathay Pacific Airways,27,27,2010,9
Cairns,Continental Micronesia,17,18,2010,10
Cairns,Jetstar,79,79,2010,11
Cairns,Qantas Airways,53,53,2010,12
Cairns,Virgin Australia,9,9,2010,1
Darwin,Jetstar,111,111,2010,2
Gold Coast,Air New Zealand,31,31,2010,3
Gold Coast,AirAsia X,31,31,2010,4
Gold Coast,Jetstar,98,98,2010,5
Gold Coast,Virgin Australia,31,31,2010,6
Melbourne,Air China,18,18,2010,7
Melbourne,Air Mauritius,4,4,2010,8
Melbourne,Air New Zealand,133,133,2010,9
Melbourne,Fiji Airways,16,16,2010,10
Melbourne,Air Vanuatu,5,5,2010,11
Melbourne,AirAsia X,60,60,2010,12
Melbourne,Cathay Pacific Airways,93,93,2010,1
Melbourne,China Eastern Airlines,17,17,2010,2
Melbourne,China Southern Airlines,14,14,2010,3
Melbourne,Emirates,123,123,2010,4
Melbourne,Etihad Airways,31,31,2010,5
Melbourne,Garuda Indonesia,31,31,2010,6
Melbourne,Jetstar,94,98,2010,7
Melbourne,Korean Air,14,14,2010,8
Melbourne,Malaysia Airlines,62,62,2010,9
Melbourne,Philippine Airlines,23,23,2010,10
Melbourne,Qantas Airways,222,220,2010,11
Melbourne,Qatar Airways,31,31,2010,12
Melbourne,Singapore Airlines,93,93,2010,1
Melbourne,Thai Airways International,62,62,2010,2
Melbourne,United Airlines,32,30,2010,3
Melbourne,V Australia,22,22,2010,4
Melbourne,Vietnam Airlines,22,22,2010,5
Melbourne,Virgin Australia,84,83,2010,6
Norfolk Island,Air New Zealand,5,5,2010,7
Perth,Air Australia,13,13,2010,8
Perth,Air Mauritius,4,4,2010,9
Perth,Air New Zealand,24,24,2010,10
Perth,AirAsia X,40,40,2010,11
Perth,Cathay Pacific Airways,31,31,2010,12
Perth,Emirates,62,62,2010,1
Perth,Garuda Indonesia,85,85,2010,2
Perth,Indonesia AirAsia,93,93,2010,3
Perth,Jetstar,71,71,2010,4
Perth,Malaysia Airlines,45,43,2010,5
Perth,Qantas Airways,86,86,2010,6
Perth,Royal Brunei Airlines,22,21,2010,7
Perth,Singapore Airlines,85,85,2010,8
Perth,South African Airways,31,31,2010,9
Perth,Thai Airways International,29,30,2010,10
Perth,Tigerair,31,31,2010,11
Perth,Virgin Australia,39,40,2010,12
Sydney,Aerolineas Argentinas,17,17,2010,1
Sydney,Air Austral,9,9,2010,2
Sydney,Air Caledonie,21,22,2010,3
Sydney,Air Canada,31,31,2010,4
Sydney,Air China,31,31,2010,5
Sydney,Air Mauritius,4,4,2010,6
Sydney,Air New Zealand,258,257,2010,7
Sydney,Air Niugini,9,9,2010,8
Sydney,Fiji Airways,37,37,2010,9
Sydney,Air Vanuatu,27,27,2010,10
Sydney,Asiana Airlines,26,26,2010,11
Sydney,British Airways,62,62,2010,12
Sydney,Cathay Pacific Airways,107,107,2010,1
Sydney,China Airlines,20,20,2010,2
Sydney,China Eastern Airlines,23,23,2010,3
Sydney,China Southern Airlines,31,31,2010,4
Sydney,Delta Air Lines,30,30,2010,5
Sydney,Emirates,154,153,2010,6
Sydney,Etihad Airways,49,50,2010,7
Sydney,Garuda Indonesia,31,31,2010,8
Sydney,Hawaiian Airlines,13,13,2010,9
Sydney,JALWays,31,31,2010,10
Sydney,Jetstar,170,175,2010,11
Sydney,Korean Air,31,31,2010,12
Sydney,LATAM Airlines,26,25,2010,1
Sydney,Malaysia Airlines,53,53,2010,2
Sydney,Philippine Airlines,22,22,2010,3
Sydney,Qantas Airways,651,647,2010,4
Sydney,Singapore Airlines,124,124,2010,5
Sydney,Thai Airways International,93,92,2010,6
Sydney,United Airlines,60,61,2010,7
Sydney,V Australia,54,54,2010,8
Sydney,Vietnam Airlines,22,22,2010,9
Sydney,Virgin Atlantic Airways,31,31,2010,10
Sydney,Virgin Australia,111,112,2010,11
Sydney,Virgin Samoa,14,13,2010,12
Adelaide,Air New Zealand,19,19,2010,1
Adelaide,Cathay Pacific Airways,31,31,2010,2
Adelaide,Malaysia Airlines,17,18,2010,3
Adelaide,Qantas Airways,13,13,2010,4
Adelaide,Singapore Airlines,31,31,2010,5
Adelaide,Virgin Australia,13,13,2010,6
Brisbane,Air Caledonie,9,9,2010,7
Brisbane,Air New Zealand,182,182,2010,8
Brisbane,Air Niugini,40,35,2010,9
Brisbane,Fiji Airways,31,31,2010,10
Brisbane,Air Vanuatu,14,14,2010,11
Brisbane,Cathay Pacific Airways,44,44,2010,12
Brisbane,China Airlines,13,13,2010,1
Brisbane,Emirates,93,93,2010,2
Brisbane,Etihad Airways,13,13,2010,3
Brisbane,Eva Air,8,8,2010,4
Brisbane,JALWays,31,31,2010,5
Brisbane,Jetstar,62,62,2010,6
Brisbane,Korean Air,17,17,2010,7
Brisbane,Malaysia Airlines,31,31,2010,8
Brisbane,Nauru Airlines,5,5,2010,9
Brisbane,Philippine Airlines,8,8,2010,10
Brisbane,Qantas Airways,146,144,2010,11
Brisbane,Royal Brunei Airlines,27,26,2010,12
Brisbane,Singapore Airlines,84,84,2010,1
Brisbane,Solomon Airlines,13,13,2010,2
Brisbane,Thai Airways International,21,21,2010,3
Brisbane,V Australia,20,20,2010,4
Brisbane,Virgin Australia,247,247,2010,5
Brisbane,Virgin Samoa,4,4,2010,6
Cairns,Air New Zealand,17,17,2010,7
Cairns,Air Niugini,43,42,2010,8
Cairns,Airlines PNG,10,10,2010,9
Cairns,Cathay Pacific Airways,26,26,2010,10
Cairns,Continental Micronesia,18,18,2010,11
Cairns,Jetstar,78,79,2010,12
Cairns,Qantas Airways,51,51,2010,1
Cairns,Virgin Australia,9,9,2010,2
Darwin,Jetstar,110,110,2010,3
Gold Coast,Air New Zealand,33,33,2010,4
Gold Coast,AirAsia X,30,30,2010,5
Gold Coast,Jetstar,103,103,2010,6
Gold Coast,Virgin Australia,31,31,2010,7
Melbourne,Air China,18,18,2010,8
Melbourne,Air Mauritius,5,4,2010,9
Melbourne,Air New Zealand,132,133,2010,10
Melbourne,Fiji Airways,16,16,2010,11
Melbourne,Air Vanuatu,4,4,2010,12
Melbourne,AirAsia X,52,52,2010,1
Melbourne,Cathay Pacific Airways,93,93,2010,2
Melbourne,China Eastern Airlines,18,18,2010,3
Melbourne,China Southern Airlines,13,13,2010,4
Melbourne,Emirates,124,123,2010,5
Melbourne,Etihad Airways,31,31,2010,6
Melbourne,Garuda Indonesia,31,31,2010,7
Melbourne,Jetstar,93,98,2010,8
Melbourne,Korean Air,13,13,2010,9
Melbourne,Malaysia Airlines,62,62,2010,10
Melbourne,Philippine Airlines,21,21,2010,11
Melbourne,Qantas Airways,215,214,2010,12
Melbourne,Qatar Airways,31,31,2010,1
Melbourne,Singapore Airlines,93,93,2010,2
Melbourne,Thai Airways International,62,61,2010,3
Melbourne,United Airlines,31,31,2010,4
Melbourne,V Australia,21,22,2010,5
Melbourne,Vietnam Airlines,22,22,2010,6
Melbourne,Virgin Australia,87,88,2010,7
Norfolk Island,Air New Zealand,4,4,2010,8
Perth,Air Australia,13,13,2010,9
Perth,Air Mauritius,5,5,2010,10
Perth,Air New Zealand,22,22,2010,11
Perth,AirAsia X,35,35,2010,12
Perth,Cathay Pacific Airways,31,31,2010,1
Perth,Emirates,62,62,2010,2
Perth,Garuda Indonesia,62,62,2010,3
Perth,Indonesia AirAsia,93,93,2010,4
Perth,Jetstar,71,71,2010,5
Perth,Malaysia Airlines,44,45,2010,6
Perth,Qantas Airways,81,81,2010,7
Perth,Royal Brunei Airlines,22,23,2010,8
Perth,Singapore Airlines,72,72,2010,9
Perth,South African Airways,27,27,2010,10
Perth,Thai Airways International,31,31,2010,11
Perth,Tigerair,31,31,2010,12
Perth,Virgin Australia,42,42,2010,1
Port Hedland,Air Australia,4,5,2010,2
Sydney,Aerolineas Argentinas,17,17,2010,3
Sydney,Air Austral,9,9,2010,4
Sydney,Air Caledonie,22,21,2010,5
Sydney,Air Canada,31,31,2010,6
Sydney,Air China,31,31,2010,7
Sydney,Air Mauritius,5,4,2010,8
Sydney,Air New Zealand,254,253,2010,9
Sydney,Air Niugini,9,9,2010,10
Sydney,Fiji Airways,31,31,2010,11
Sydney,Air Vanuatu,26,26,2010,12
Sydney,Asiana Airlines,27,27,2010,1
Sydney,British Airways,62,62,2010,2
Sydney,Cathay Pacific Airways,106,106,2010,3
Sydney,China Airlines,17,17,2010,4
Sydney,China Eastern Airlines,22,22,2010,5
Sydney,China Southern Airlines,31,31,2010,6
Sydney,Delta Air Lines,31,31,2010,7
Sydney,Emirates,155,155,2010,8
Sydney,Etihad Airways,49,49,2010,9
Sydney,Garuda Indonesia,31,31,2010,10
Sydney,Hawaiian Airlines,13,13,2010,11
Sydney,JALWays,31,31,2010,12
Sydney,Jetstar,171,177,2010,1
Sydney,Korean Air,31,31,2010,2
Sydney,LATAM Airlines,23,24,2010,3
Sydney,Malaysia Airlines,53,53,2010,4
Sydney,Philippine Airlines,22,22,2010,5
Sydney,Qantas Airways,633,634,2010,6
Sydney,Singapore Airlines,124,124,2010,7
Sydney,Thai Airways International,63,63,2010,8
Sydney,United Airlines,61,61,2010,9
Sydney,V Australia,52,53,2010,10
Sydney,Vietnam Airlines,22,22,2010,11
Sydney,Virgin Atlantic Airways,31,31,2010,12
Sydney,Virgin Australia,109,110,2010,1
Sydney,Virgin Samoa,13,13,2010,2
Adelaide,Air New Zealand,21,21,2010,3
Adelaide,Cathay Pacific Airways,30,30,2010,4
Adelaide,Malaysia Airlines,17,17,2010,5
Adelaide,Qantas Airways,13,13,2010,6
Adelaide,Singapore Airlines,30,30,2010,7
Adelaide,Virgin Australia,13,13,2010,8
Brisbane,Air Caledonie,10,10,2010,9
Brisbane,Air New Zealand,161,161,2010,10
Brisbane,Air Niugini,41,37,2010,11
Brisbane,Fiji Airways,34,34,2010,12
Brisbane,Air Vanuatu,12,12,2010,1
Brisbane,Cathay Pacific Airways,43,43,2010,2
Brisbane,China Airlines,12,12,2010,3
Brisbane,Emirates,90,90,2010,4
Brisbane,Etihad Airways,13,13,2010,5
Brisbane,Eva Air,9,9,2010,6
Brisbane,JALWays,30,30,2010,7
Brisbane,Jetstar,59,59,2010,8
Brisbane,Korean Air,13,13,2010,9
Brisbane,Malaysia Airlines,30,30,2010,10
Brisbane,Nauru Airlines,4,4,2010,11
Brisbane,Philippine Airlines,7,7,2010,12
Brisbane,Qantas Airways,150,143,2010,1
Brisbane,Royal Brunei Airlines,26,26,2010,2
Brisbane,Singapore Airlines,81,81,2010,3
Brisbane,Solomon Airlines,13,13,2010,4
Brisbane,Thai Airways International,21,21,2010,5
Brisbane,V Australia,22,21,2010,6
Brisbane,Virgin Australia,236,238,2010,7
Brisbane,Virgin Samoa,4,4,2010,8
Cairns,Air New Zealand,15,15,2010,9
Cairns,Air Niugini,42,43,2010,10
Cairns,Airlines PNG,8,8,2010,11
Cairns,Cathay Pacific Airways,26,26,2010,12
Cairns,Continental Micronesia,18,17,2010,1
Cairns,Jetstar,75,76,2010,2
Cairns,Qantas Airways,51,51,2010,3
Cairns,Virgin Australia,8,8,2010,4
Darwin,Jetstar,105,105,2010,5
Gold Coast,Air New Zealand,31,31,2010,6
Gold Coast,AirAsia X,30,30,2010,7
Gold Coast,Jetstar,89,89,2010,8
Gold Coast,Virgin Australia,30,30,2010,9
Melbourne,Air China,17,17,2010,10
Melbourne,Air Mauritius,4,5,2010,11
Melbourne,Air New Zealand,125,125,2010,12
Melbourne,Fiji Airways,22,22,2010,1
Melbourne,Air Vanuatu,5,5,2010,2
Melbourne,AirAsia X,51,51,2010,3
Melbourne,Cathay Pacific Airways,90,90,2010,4
Melbourne,China Eastern Airlines,17,17,2010,5
Melbourne,China Southern Airlines,13,13,2010,6
Melbourne,Emirates,120,120,2010,7
Melbourne,Etihad Airways,30,30,2010,8
Melbourne,Garuda Indonesia,30,30,2010,9
Melbourne,Jetstar,94,98,2010,10
Melbourne,Korean Air,13,13,2010,11
Melbourne,Malaysia Airlines,60,60,2010,12
Melbourne,Philippine Airlines,20,20,2010,1
Melbourne,Qantas Airways,214,211,2010,2
Melbourne,Qatar Airways,30,30,2010,3
Melbourne,Singapore Airlines,90,90,2010,4
Melbourne,Thai Airways International,60,60,2010,5
Melbourne,United Airlines,30,29,2010,6
Melbourne,V Australia,22,22,2010,7
Melbourne,Vietnam Airlines,21,22,2010,8
Melbourne,Virgin Australia,90,89,2010,9
Norfolk Island,Air New Zealand,4,4,2010,10
Perth,Air Australia,13,13,2010,11
Perth,Air Mauritius,4,4,2010,12
Perth,Air New Zealand,23,23,2010,1
Perth,AirAsia X,35,35,2010,2
Perth,Cathay Pacific Airways,30,30,2010,3
Perth,Emirates,60,60,2010,4
Perth,Garuda Indonesia,60,60,2010,5
Perth,Indonesia AirAsia,90,90,2010,6
Perth,Jetstar,69,68,2010,7
Perth,Malaysia Airlines,43,42,2010,8
Perth,Qantas Airways,84,83,2010,9
Perth,Royal Brunei Airlines,18,18,2010,10
Perth,Singapore Airlines,71,71,2010,11
Perth,South African Airways,28,28,2010,12
Perth,Thai Airways International,31,30,2010,1
Perth,Tigerair,30,30,2010,2
Perth,Virgin Australia,43,43,2010,3
Port Hedland,Air Australia,5,5,2010,4
Sydney,Aerolineas Argentinas,13,13,2010,5
Sydney,Air Austral,8,8,2010,6
Sydney,Air Caledonie,22,23,2010,7
Sydney,Air Canada,30,31,2010,8
Sydney,Air China,32,32,2010,9
Sydney,Air Mauritius,4,5,2010,10
Sydney,Air New Zealand,231,231,2010,11
Sydney,Air Niugini,8,8,2010,12
Sydney,Fiji Airways,30,30,2010,1
Sydney,Air Vanuatu,26,26,2010,2
Sydney,Asiana Airlines,30,30,2010,3
Sydney,British Airways,60,60,2010,4
Sydney,Cathay Pacific Airways,102,102,2010,5
Sydney,China Airlines,18,18,2010,6
Sydney,China Eastern Airlines,21,21,2010,7
Sydney,China Southern Airlines,30,30,2010,8
Sydney,Delta Air Lines,30,30,2010,9
Sydney,Emirates,149,149,2010,10
Sydney,Etihad Airways,47,47,2010,11
Sydney,Garuda Indonesia,30,30,2010,12
Sydney,Hawaiian Airlines,13,13,2010,1
Sydney,JALWays,30,30,2010,2
Sydney,Jetstar,171,175,2010,3
Sydney,Korean Air,30,30,2010,4
Sydney,LATAM Airlines,22,22,2010,5
Sydney,Malaysia Airlines,52,52,2010,6
Sydney,Philippine Airlines,21,21,2010,7
Sydney,Qantas Airways,623,624,2010,8
Sydney,Singapore Airlines,120,120,2010,9
Sydney,Thai Airways International,60,60,2010,10
Sydney,United Airlines,60,60,2010,11
Sydney,V Australia,51,50,2010,12
Sydney,Vietnam Airlines,21,21,2010,1
Sydney,Virgin Atlantic Airways,30,30,2010,2
Sydney,Virgin Australia,109,109,2010,3
Sydney,Virgin Samoa,13,13,2010,4
Adelaide,Air New Zealand,23,23,2010,5
Adelaide,Cathay Pacific Airways,31,31,2010,6
Adelaide,Malaysia Airlines,18,18,2010,7
Adelaide,Qantas Airways,14,13,2010,8
Adelaide,Singapore Airlines,31,31,2010,9
Adelaide,Virgin Australia,14,13,2010,10
Brisbane,Air Caledonie,10,10,2010,11
Brisbane,Air New Zealand,134,134,2010,12
Brisbane,Air Niugini,42,38,2010,1
Brisbane,Fiji Airways,34,34,2010,2
Brisbane,Air Vanuatu,14,14,2010,3
Brisbane,Cathay Pacific Airways,45,45,2010,4
Brisbane,China Airlines,13,13,2010,5
Brisbane,Emirates,93,93,2010,6
Brisbane,Etihad Airways,13,13,2010,7
Brisbane,Eva Air,9,9,2010,8
Brisbane,Jetstar,62,61,2010,9
Brisbane,Korean Air,14,14,2010,10
Brisbane,Malaysia Airlines,31,31,2010,11
Brisbane,Nauru Airlines,5,5,2010,12
Brisbane,Philippine Airlines,8,8,2010,1
Brisbane,Qantas Airways,143,142,2010,2
Brisbane,Royal Brunei Airlines,26,26,2010,3
Brisbane,Singapore Airlines,85,85,2010,4
Brisbane,Solomon Airlines,13,13,2010,5
Brisbane,Thai Airways International,23,23,2010,6
Brisbane,V Australia,21,23,2010,7
Brisbane,Virgin Australia,248,247,2010,8
Brisbane,Virgin Samoa,5,5,2010,9
Cairns,Air New Zealand,14,14,2010,10
Cairns,Air Niugini,45,44,2010,11
Cairns,Airlines PNG,9,9,2010,12
Cairns,Cathay Pacific Airways,27,27,2010,1
Cairns,Continental Micronesia,10,10,2010,2
Cairns,Jetstar,79,79,2010,3
Cairns,Qantas Airways,51,51,2010,4
Cairns,Virgin Australia,9,9,2010,5
Darwin,Jetstar,108,109,2010,6
Gold Coast,Air New Zealand,28,28,2010,7
Gold Coast,AirAsia X,31,31,2010,8
Gold Coast,Jetstar,91,92,2010,9
Gold Coast,Virgin Australia,31,31,2010,10
Melbourne,Air China,18,18,2010,11
Melbourne,Air Mauritius,4,4,2010,12
Melbourne,Air New Zealand,130,129,2010,1
Melbourne,Fiji Airways,23,23,2010,2
Melbourne,Air Vanuatu,4,4,2010,3
Melbourne,AirAsia X,53,53,2010,4
Melbourne,Cathay Pacific Airways,93,93,2010,5
Melbourne,China Eastern Airlines,18,18,2010,6
Melbourne,China Southern Airlines,13,13,2010,7
Melbourne,Emirates,124,124,2010,8
Melbourne,Etihad Airways,31,31,2010,9
Melbourne,Garuda Indonesia,31,30,2010,10
Melbourne,Jetstar,94,101,2010,11
Melbourne,Korean Air,13,13,2010,12
Melbourne,Malaysia Airlines,62,62,2010,1
Melbourne,Philippine Airlines,21,21,2010,2
Melbourne,Qantas Airways,216,215,2010,3
Melbourne,Qatar Airways,31,31,2010,4
Melbourne,Singapore Airlines,93,93,2010,5
Melbourne,Thai Airways International,62,62,2010,6
Melbourne,United Airlines,31,31,2010,7
Melbourne,V Australia,22,22,2010,8
Melbourne,Vietnam Airlines,22,22,2010,9
Melbourne,Virgin Australia,93,94,2010,10
Norfolk Island,Air New Zealand,5,5,2010,11
Perth,Air Australia,11,11,2010,12
Perth,Air Mauritius,5,4,2010,1
Perth,Air New Zealand,30,30,2010,2
Perth,AirAsia X,31,31,2010,3
Perth,Cathay Pacific Airways,31,31,2010,4
Perth,Emirates,62,62,2010,5
Perth,Garuda Indonesia,63,63,2010,6
Perth,Indonesia AirAsia,93,93,2010,7
Perth,Jetstar,70,70,2010,8
Perth,Malaysia Airlines,45,45,2010,9
Perth,Qantas Airways,85,86,2010,10
Perth,Royal Brunei Airlines,18,18,2010,11
Perth,Singapore Airlines,76,76,2010,12
Perth,South African Airways,31,31,2010,1
Perth,Thai Airways International,30,30,2010,2
Perth,Tigerair,30,30,2010,3
Perth,Virgin Australia,44,44,2010,4
Port Hedland,Air Australia,4,4,2010,5
Sydney,Aerolineas Argentinas,14,14,2010,6
Sydney,Air Austral,9,9,2010,7
Sydney,Air Caledonie,21,22,2010,8
Sydney,Air Canada,31,31,2010,9
Sydney,Air China,36,36,2010,10
Sydney,Air Mauritius,4,4,2010,11
Sydney,Air New Zealand,237,236,2010,12
Sydney,Air Niugini,10,9,2010,1
Sydney,Fiji Airways,32,32,2010,2
Sydney,Air Vanuatu,27,27,2010,3
Sydney,Asiana Airlines,31,31,2010,4
Sydney,British Airways,62,62,2010,5
Sydney,Cathay Pacific Airways,107,107,2010,6
Sydney,China Airlines,17,17,2010,7
Sydney,China Eastern Airlines,23,23,2010,8
Sydney,China Southern Airlines,32,32,2010,9
Sydney,Delta Air Lines,31,31,2010,10
Sydney,Emirates,154,154,2010,11
Sydney,Etihad Airways,49,49,2010,12
Sydney,Garuda Indonesia,31,31,2010,1
Sydney,Hawaiian Airlines,17,17,2010,2
Sydney,JALWays,31,31,2010,3
Sydney,Jetstar,179,184,2010,4
Sydney,Korean Air,31,31,2010,5
Sydney,LATAM Airlines,22,22,2010,6
Sydney,Malaysia Airlines,53,53,2010,7
Sydney,Philippine Airlines,23,23,2010,8
Sydney,Qantas Airways,651,647,2010,9
Sydney,Singapore Airlines,124,124,2010,10
Sydney,Thai Airways International,62,62,2010,11
Sydney,United Airlines,62,62,2010,12
Sydney,V Australia,42,41,2010,1
Sydney,Vietnam Airlines,23,23,2010,2
Sydney,Virgin Atlantic Airways,31,31,2010,3
Sydney,Virgin Australia,126,125,2010,4
Sydney,Virgin Samoa,13,14,2010,5
Adelaide,Air New Zealand,22,22,2010,6
Adelaide,Cathay Pacific Airways,30,30,2010,7
Adelaide,Malaysia Airlines,17,17,2010,8
Adelaide,Qantas Airways,12,13,2010,9
Adelaide,Singapore Airlines,30,30,2010,10
Adelaide,Virgin Australia,12,13,2010,11
Brisbane,Air Caledonie,9,9,2010,12
Brisbane,Air New Zealand,117,117,2010,1
Brisbane,Air Niugini,56,51,2010,2
Brisbane,Fiji Airways,30,30,2010,3
Brisbane,Air Vanuatu,13,13,2010,4
Brisbane,Cathay Pacific Airways,44,44,2010,5
Brisbane,China Airlines,12,12,2010,6
Brisbane,China Southern Airlines,13,13,2010,7
Brisbane,Emirates,90,90,2010,8
Brisbane,Etihad Airways,13,13,2010,9
Brisbane,Eva Air,8,8,2010,10
